priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,currentRatio,quickRatio,cashRatio,debtRatio,debtEquityRatio,cashFlowToDebtRatio,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio,Price to Sales Ratio,Earnings Yield,Free Cash Flow Yield,Dividend Yield,Payout Ratio,2019 PRICE VAR [%],Sector,Symbol
1.8158,4.9796,2.9153,0.0,14.9302,10.1682,10.204580983437,24.117485525783,2.9256781757477004,-0.0,4.178,2.9840282451692004,2.0985295017438,0.1541,0.2059,0.86700769864435,0.0,0.28670243104506,0.68348543142683,0.86700769864435,2.48050336582955,3.1594122334019,3.1594122334019,-0.0,2.9153,-0.0047,0.0672,0.0,0.0,89.9803902863018,Technology,QRVO
2.0052,1.5758,0.1783,0.0,0.0,0.0,0.51292120265363,18.022004162847,0.0089468812390372,-0.0,0.144,0.060756674543035,0.036584372199136,0.5441,1.3488,0.0050904695887099,0.0,0.017442993568505,-87.76396648044701,0.0050904695887099,0.030305595530348,0.011265832743293,0.011265832743293,0.159489609122685,0.1783,-0.7439,0.0,0.0,0.0,-95.40229868126568,Industrials,TOPS
0.0,0.0,0.1207,0.0,258.3415,7.2534,7.245825242718401,18.485675113205502,0.12056216681923,-0.0,1.177,0.58964249916472,0.35596391580354,0.5294,-1.7619,0.058170180722892,0.0,0.01663884551182,0.0280474649406689,0.058170180722892,7.725,1.0288568257492,1.0288568257492,0.213647468119875,0.1207,-0.0658,0.0039,0.0,0.0,260.2311028230309,Consumer Defensive,AVP
3.7845,4.655,1.4027,7.7029,3.5589,3.4089,3.3762732687206,7.6036316032234,1.3892512421871,0.0269495753990889,1.976,1.9065681727538,1.0545544764443,0.0911,0.2555,4.3863243273942,0.205,0.4114747627385,0.96077563578923,4.3863243273942,33.881316051844,25.494358420358,7.6796955507747,0.20491464319796,1.4027,0.1298,0.2818,0.0266,0.205,4.0783463098334485,Financial Services,EVR
2.9584,2.9584,2.0468,21.309,0.0,8.2604,8.1419100623652,21.104524864852,2.0174120233098,0.029353065286322,0.941,1.1608231707316998,0.066310975609756,0.4801,2.4768,0.14460388893606,0.613,0.24778117270479,-0.21785085143864,0.14460388893606,1.5580969807868,0.82111861137898,0.68641676743249,0.61948249619482,2.0468,0.0469,-0.0264,0.0288,0.613,33.64533225853245,Utilities,CMS
2.6543,2.49665,2.3837,26.3534,29.0551,16.486,16.840752306254,26.480243518289,2.3609754014838,0.0143099908375339,1.329,1.1511718149715,0.40095230961337,0.0,0.0,0.31228467553646,0.39,0.14019417651592,0.58520158851788,0.31228467553646,2.48050336582955,2.4108096181634,1.5248797333611,0.37893204212237,2.3837,0.0379,0.0355,0.0148,0.39,26.22116204428091,Technology,DOX
1.7643,1.5899,1.617,6.112,5.6434,6.1449,3.7025203402949,4.4672952192075,1.5035035832277,0.087911406548649,1.908,1.7244347743827,1.0191088827925,0.1531,0.3186,1.1821120689655,0.386,0.40607571195894,0.7056213916742601,1.1821120689655,15.335507921715,3.3969859620149,1.6132352941176,0.39272620618859,1.617,0.1636,0.0408,0.0632,0.386,40.80238040473178,Basic Materials,RIO
1.4248,0.0,0.8278,0.0,17.8789,9.5266,9.5176625765131,18.485675113205502,0.8270630179285401,-0.0,1.4480000000000002,1.0391230530745,0.51951846657317,0.3061,0.9937,0.15048143846191,0.0,0.086897703220694,0.53234129574033,0.15048143846191,14.364375,2.1383115312331,2.1383115312331,0.213647468119875,0.8278,-0.0858,0.0559,0.0,0.0,-32.93991196726236,Consumer Defensive,HMHC
2.303,79.3191,0.6063,0.0001,0.0,-3.7349,11.982437967483502,11.568921335682,0.60304101184863,0.033841817376877,1.056,1.0208309429252,0.11258056551601,0.4372,2.661,-0.22006497990814,0.0,-0.1623219421570499,0.52720784866009,-0.22006497990814,-0.34180526888986,-15.814950513894,-5.2922153400315,0.3915133230896099,0.6063,12673.4414,-0.2847,0.0337,0.0,69.45224881463152,Real Estate,NMRK
1.2766,1.3549,4.1589,17.04,0.0,10.7826,10.709752677957,16.67493104949,4.1308234471448,0.0847309635019059,1.6752533908572,1.1346886912324998,0.0445761059070359,0.4692,0.9854,0.1203970326409499,0.84,0.38570670783528,-0.10425446963311,0.1203970326409499,2.9514830370161005,0.90558836527259,0.49709148469048,1.4128829741512,4.1589,0.0587,-0.0097,0.0493,0.84,38.230688817722296,Real Estate,PDM
2.4409,4.0712,1.2279,14.5388,24.073,10.4852,10.255840611026,14.207141696473,1.2010820033168998,0.0228918175367279,1.744,1.0799881786424002,0.62733621272127,0.3389999999999999,0.8303,0.2796234767395499,0.327,0.11711199977363,0.43511092519401,0.2796234767395499,0.69291354322839,1.7702590554499,1.2505253664036002,0.32522729543411,1.2279,0.0688,0.0415,0.0225,0.327,12.609726307076809,Industrials,KMT
1.3946,2.7851,13.8469,0.0,0.0,-2.6256,17.586837223757,25.055013501535498,12.020950313783,-0.0,2.914,3.5289917398290003,3.4619691338992,0.3738,1.1137,-0.47909861714805,0.0,-5.2737696409192,0.76084407971864,-0.47909861714805,-11.011527093596,-9.9836534167039,-9.9836534167039,-0.0,13.8469,-0.8,-0.419,0.0,0.0,28.03030227771916,Healthcare,SRNE
1.7421,1.7987,3.0695,15.9636,83.5811,13.686,13.196221765809,15.251638181829,2.9596885838197005,0.041897490780217,2.958,2.3623902345904,0.7539213294871301,0.0795,0.1127,1.1293282155929,0.64,0.2242830286081,0.16360611775166,1.1293282155929,5.249343832021,1.1956089364401998,0.7197960294910799,0.63900537010641,3.0695,0.0626,0.012,0.0401,0.64,2.03937338657101,Energy,HP
1.5233,1.8056,0.2363,20.125,140.3956,27.9317,27.522901403517,19.851284211837,0.2328646716717999,0.026602744062918,1.5319999999999998,0.9051128032466,0.49675989926004,0.1894,0.5698,0.096043002703068,0.525,0.0084607603049451,0.19858908265706,0.096043002703068,6.031316249488599,1.2477993228686,0.65206237384095,0.52809863320776,0.2363,0.0497,0.0071,0.0261,0.525,-40.893995781723966,Industrials,FLR
0.8505,17.2927,1.7845,7.9084,6.4137,6.1355,5.9447952049007,7.6131512475132,1.7290013108946,0.068985948277555,2.772,2.6698242723778,1.2583745194948002,0.0462,0.0659,2.1021623315575,0.534,0.29084287200832,0.95661896243292,2.1021623315575,0.8631965088595699,23.051546391753,2.2051282051282,0.52520045819015,1.7845,0.1264,0.1559,0.0676,0.534,26.283011410631826,Financial Services,JHG
3.4285,5.3499,1.0171,14.5855,0.0,14.2423,14.071379002111,14.385307405046,1.0048835058192,0.0081344541084392,1.386,1.2201101069908,0.33915030642983,0.3275,0.8826,0.27275910364146,0.1169999999999999,0.071413292589763,-0.2115960633290499,0.27275910364146,3.4828614008942003,0.82535758431927,0.7541142303969001,0.11701662292213,1.0171,0.0686,-0.0149,0.008,0.1169999999999999,-5.863066213807714,Industrials,FDX
1.7643,0.0,1.0086,9.5569,10.0872,6.6354,6.5851827498454,9.4082749842699,1.0009789166596,0.031296326365539,1.818,0.92328471096704,0.12209616423555,0.3856,1.0629,0.25016212710765,0.301,0.15200472859817,0.65780946208684,0.25016212710765,6.3497942386831,2.9223484848485,1.8238770685579,0.29444444444444,1.0086,0.1046,0.0991,0.0315,0.301,12.037453637518947,Basic Materials,EMN
0.9641,3.6233,1.7016,0.0,0.0,-15.4395,17.586837223757,25.055013501535498,1.7117243504573998,-0.0,1.102,0.83372352343395,0.33460275179401,0.0386,0.0529,-1.1523460596334,0.0,-0.1102138213368899,0.76084407971864,-1.1523460596334,-2.9171945580413,-4.0976534634879,-4.0976534634879,-0.0,1.7016,-0.0897,-0.0806,0.0,0.0,-55.31914754849174,Healthcare,OPK
0.0,0.0,1.9037,30.8281,0.0,7.6407,7.3050572864322,30.86425477707,1.8200906473019,-0.0,2.431,2.1836969001148,1.8117106773823,0.8902,-54.135,0.069885864793679,0.0,0.2491548766746,-0.83065326633166,0.069885864793679,8.326359832636,0.54625308811419,0.54625308811419,-0.0,1.9037,0.0324,-0.1087,0.0,0.0,1.4451809316593192,Energy,LNG
0.0,0.0,1.3514,9.0265,12.1842,9.198,9.2827764276148,8.9493418006808,1.3638784736757,0.044819320216753,0.8953610045343601,0.87778165329613,0.16975933031043,0.3817,-11.0836,0.24820187367785,0.402,0.1469257052898999,0.7702422987945899,0.24820187367785,0.8631965088595699,4.3524112347642,1.5484539969834,0.40110341589388,1.3514,0.1108,0.0837,0.0445,0.402,62.088889622601975,Financial Services,WU
4.4589,10.1085,3.1478,21.6513,24.8395,16.7106,16.678786832061,21.526316009852,3.1417935831761,0.0107555372452069,2.087,1.2849083215797,0.6459802538787,0.2223,0.4461,0.60281852171412,0.24,0.1883706299991,0.67509541984733,0.60281852171412,524.0,3.0778267254038,1.9829706717124,0.23152709359606,3.1478,0.0462,0.0404,0.0111,0.24,29.420033875185155,Healthcare,BAX
1.4116,5.0456,0.9812,29.7297,13.9597,9.6593,9.6470158817708,29.544465421304,0.97993079014584,-0.0,2.685,1.0482111996186,0.4852903200174799,0.2802,0.4945,0.29530005221632,0.0,0.1015786438164299,0.69105981214412,0.29530005221632,9.784603174603198,3.2368725057761,3.2368725057761,-0.0,0.9812,0.0336,0.0715,0.0,0.0,-28.88889197442516,Industrials,AOBC
0.9062,0.0,2.2265,39.0909,10.1244,9.014,9.243995646538,38.95583498673,2.2833036562472,-0.0,1.39,1.2138379550176002,0.22999729021769,0.2662,0.4254,0.2362867491429,0.0,0.24700397355794,0.91304081982048,0.2362867491429,6.090492682381901,11.499648432007,11.499648432007,-0.0,2.2265,0.0256,0.1013,0.0,0.0,-44.5553549935666,Consumer Cyclical,CARS
2.5058,0.0,2.095,0.0,11.0369,9.6716,11.346578688016,24.117485525783,2.4578692971207,-0.0,1.215,1.0461301500725,0.41347537963055,0.4121,1.2724,0.20336502756295,0.0,0.21661765759548,0.89009418890884,0.20336502756295,2.48050336582955,9.0986999692906,9.0986999692906,-0.0,2.095,-0.0367,0.092,0.0,0.0,53.34065530107649,Technology,NUAN
2.8171,8.862,2.1904,11.9959,19.9971,12.501,12.351130150959,11.802191033138,2.1641850157278,0.0194234922514139,1.406,0.7276643990929701,0.19229024943311,0.1962,0.3693,0.61275,0.2289999999999999,0.17522161853017,0.6279069767441899,0.61275,2.5451713395639,2.6875,1.634,0.22923976608187,2.1904,0.0834,0.0502,0.0191,0.2289999999999999,30.035846464218174,Technology,TEL
2.1776,5.2646,2.5395,23.0389,32.8371,15.2852,15.256069962618,22.889006383006,2.5346643581397004,0.010823415410363,1.736,0.72217095646648,0.0570600571973309,0.3267,0.6309,0.22597413667957,0.247,0.16614136958932,0.46684383987475,0.22597413667957,1.8078771004148,1.8756230815472,1.432092447044,0.24773722441372,2.5395,0.0434,0.0305,0.0107,0.247,65.07164113015307,Basic Materials,MLM
8.214,15.2162,1.4172,20.4313,19.3648,15.0451,14.840360690634,20.059157608696,1.3979379066037,0.0201450170288349,2.37,1.2811459027315,0.35842771485676,0.3779999999999999,1.1556,0.47612612612613,0.3879999999999999,0.094198378041173,0.77388836329234,0.47612612612613,8.1307692307692,4.422594142259401,1.9045045045045,0.40409207161125,1.4172,0.0489,0.0514,0.019,0.3879999999999999,24.803660731775068,Industrials,GWW
1.4643,1.4643,0.1441,29.4324,14.7897,4.6743,4.4032879761682,28.754879165915,0.13571947687277,0.050704094218918,1.516,0.6163035839775101,0.2798313422347199,0.2415,0.7225,0.43333402285773,1.081,0.030822303153307,0.30366327819003,0.43333402285773,349.14083333333,1.4360868365533,1.0874276022005,1.4579901024822,0.1441,0.034,0.065,0.0367,1.081,-2.5285748557389374,Energy,PBF
0.6881,0.0,2.8555,0.0,8.3152,7.9931,7.902223081151,25.055013501535498,2.8230948984633,0.023554314989409,1.131,0.8337086890483401,0.15370380069484,0.2338,0.3655,0.23700189514113,-0.1889999999999999,0.35725325259384,0.96044396375951,0.23700189514113,6.4955660486007,25.280591662931,4.4309058056407,-0.0,2.8555,-0.1142,0.1202,0.0215,-0.1889999999999999,43.43272271997118,Healthcare,AGN
0.9819,1.1483,0.3073,6.9897,46.0683,5.1919,5.1970529475983,6.7238707627119005,0.30762523424879,0.0289885485780329,1.239,0.59213553649864,0.16753817193056,0.3416,1.1848,0.15894499392677,0.1989999999999999,0.059192245557351,0.1146288209606999,0.15894499392677,1.4027565084226998,1.1294697903822,0.96522655426765,0.19491525423729,0.3073,0.1431,0.0221,0.0284,0.1989999999999999,-21.859498424722904,Consumer Cyclical,GT
7.8802,13.7106,7.0708,35.0206,23.0699,21.5217,21.610969267139,35.058255033557,7.100147572815501,-0.0,2.41,2.2946607788037,1.7093536732236,0.1156,0.2159,1.7056451612903,0.0,0.32854368932039,0.93676122931442,1.7056451612903,2.48050336582955,15.81308411215,15.81308411215,-0.0,7.0708,0.0286,0.0435,0.0,0.0,33.768817297698355,Technology,EA
2.8164,11.36,0.5538,0.0,0.0,-14.988,16.388153213826,24.117485525783,0.5150568169448501,-0.0,1.5830000000000002,1.0909151616533002,0.50783141179102,0.1989999999999999,0.6553,-0.30529814665592,0.0,-0.0369525670600179,0.7492545644601999,-0.30529814665592,2.48050336582955,-3.8562340966921,-3.8562340966921,-0.0,0.5538,-0.184,-0.084,0.0,0.0,-0.458715144817956,Technology,GPRO
0.0,0.0,0.0619,0.0,0.0,-0.2334,16.388153213826,24.117485525783,0.0046727262732636,-0.0,0.772,0.6276375056356199,0.084662824847013,0.2363,-0.6157,-1.6002100422923002,0.0,-0.26533149847325,0.7492545644601999,-1.6002100422923002,-1.6002100422923002,-51.504659236251,-51.504659236251,-0.0,0.0619,-14.6154,-4.3668,0.0,0.0,-21.041214761760887,Technology,BW
2.9202,4.0387,0.9027,10.1242,13.2946,9.0233,8.8946573096359,9.8792597301794,0.8898024938923101,0.033945590947864,1.538,0.8444548872180501,0.2041040100250599,0.1299,0.337,0.96042003231018,0.336,0.10003786125952,0.6787216148023499,0.96042003231018,2.7053469852105,3.1125654450262004,1.6045883940621,0.33535730966838,0.9027,0.0988,0.0752,0.0332,0.336,38.30659279040135,Industrials,CMI
1.06235,1.161,1.4032,15.2934,5.1946,3.8688,2.8863799923031004,11.274817407217,1.3893114520426002,0.053469250841528,0.4696,0.37232255354892,0.02120957580848,0.2882,0.645,0.49076274062939,0.48,0.48133352356494,0.56120936666337,0.49076274062939,8.8702892199823,2.2789912181941,1.6859903381643,0.60285604013891,1.4032,0.0654,0.1451,0.0314,0.48,36.2791528454826,Energy,CNQ
0.0,0.0,0.9176,11.4174,13.5574,6.335,6.3534855288863,11.342993308899,0.92028013070249,0.011337204492289,1.349,0.96327123794425,0.066323160258951,0.8371,-6.6305,0.2059961609944899,0.128,0.14484649827538,0.4715278804910499,0.2059961609944899,8.579949238578699,1.8922474111391,1.6652709359606002,0.12859783469765,0.9176,0.0876,0.0744,0.0112,0.128,22.901263106717767,Healthcare,HCA
2.6543,2.49665,6.8853,109.5691,0.0,13.5171,15.410584037543002,124.29494260792,6.8852625786436,-0.0,1.446,0.5976068749356,0.5976068749356,0.5702,2.0368,0.19453967505926,0.0,0.44678790640703,-0.7520359863577301,0.19453967505926,10.757993999151,0.5707645321136801,0.5707645321136801,-0.0,6.8853,0.0091,-0.0556,0.0,0.0,60.03436942513888,Technology,INXN
9.5229,9.6324,13.8957,20.1104,35.87,33.3378,33.1726298802,20.095764081767,13.826869930637,-0.0,3.43,3.1937477014921005,2.3655743324062,0.0931,0.1311,2.1843108933024,0.0,0.41681560915042,0.92480118650446,2.1843108933024,-0.3159812778279099,13.298082157363998,13.298082157363998,-0.0,13.8957,0.0497,0.0277,0.0,0.0,33.441001039044664,Healthcare,VRTX
1.5649,2.0207,4.2053,0.0,0.0,9.9052,9.6708715947259,21.439585894024,4.1058337015076,0.044642687659603,0.97815001751632,0.43370398723255,0.076286800482672,0.47,1.1266,0.1423162202381,-3.727,0.42455673837576,-1.5174697944821998,0.1423162202381,2.9514830370161005,0.3972242297372499,0.3390746016241699,1.0876335825147,4.2053,-0.0119,-0.1532,0.0443,-3.727,57.762252046471176,Real Estate,QTS
1.1602000000000001,1.32945,3.0703,11.81175,8.59995,7.888400000000001,8.53826680910705,12.099467398126999,3.00666011265645,0.023062685756198,0.20588103546129,0.129788409441255,0.072496469813032,0.0899,0.6172,0.23086603376930995,0.253,0.35262692512537497,0.93328668066247,0.23086603376930995,0.8631965088595699,13.178464896326,3.0332563510393,0.28774004388430996,3.0703,0.07675,0.09465000000000001,0.0215,0.253,-2.918806316946477,Financial Services,SAN
2.0052,1.5758,0.4228,11.6582,19.0572,8.58495,4.8286337604792005,11.547126052682,0.4151461194460399,0.019704304677163,1.6102941176471002,1.2689575830331998,0.29026610644258,0.5303,4.8473,0.48740458015267,0.218,0.08597589712516,0.25802662490211,0.48740458015267,3.1337423312883,1.3477572559366997,1.1945743685688002,0.22752808988764,0.4228,0.0858,0.04485,0.0187,0.218,23.925564742560034,Industrials,CNHI
0.537,0.6778,1.3437,3.0453,0.0,2.6248,2.624801828582,2.9190376672404,1.3436570422218002,-0.0,0.959,0.53673502557484,0.032884937138487,0.2791,0.5539,0.3693235900255999,0.0,0.51190799533527,-0.2602935349387,0.3693235900255999,126.6004001715,0.79346594446241,0.79346594446241,-0.0,1.3437,0.3284,-0.0992,0.0,0.0,-24.03432900209644,Energy,CNX
2.6284,0.0,5.2471,38.6739,19.7311,16.3138,16.323480418766998,38.814545454545005,5.2502065249925,-0.0,0.474,0.39344050338318,0.051717450329699,0.3536,0.7081,0.22706062580338,0.0,0.3216352389504099,0.82729740209383,0.22706062580338,1.6324851246993,5.7903008531657,5.7903008531657,-0.0,5.2471,0.0259,0.0507,0.0,0.0,58.89920156822517,Technology,INFO
2.6543,2.49665,4.7969,16.1574,18.8239,5.8365,17.172394865432,34.708603915109,4.863848242418401,-0.0,0.6194,4.0735263660302,1.5583157237973002,0.0003,0.0004,650.56301907898,0.0,0.28323645481792,0.91226577411732,650.56301907898,650.56301907898,11.39806033437,11.39806033437,-0.0,4.7969,0.0619,0.1563,0.0,0.0,-14.329760093177171,Technology,YY
1.797,2.924,2.4396,20.0123,0.0,11.553,11.398575643233,19.685196688154,2.4069986235961003,0.031478536427275,0.557,0.31083021589241,0.0262754924648939,0.3826,1.2738,0.12192533689637,0.622,0.21116661405191,-0.30575993650146,0.12192533689637,0.99129108921674,0.76583755715412,0.6007556009196,0.61966118102614,2.4396,0.05,-0.0265,0.0311,0.622,37.77245016815826,Utilities,ES
1.7367000000000001,1.3933,0.8278,13.2422,11.4583,7.93095,8.667722725697,16.680682668927002,0.80420799921948,0.00207827256184925,1.5607792792793,0.90654642716205,0.33879836553498,0.3024,0.49495,0.2231647813146,0.0,0.086895111766151,0.62873273122945,0.2231647813146,3.62657390712645,2.30991360609295,1.5892163462472002,0.16324523964516496,0.8278,0.047,0.05005,0.0015,0.0,48.465767157082006,Consumer Cyclical,FWONK
3.49,0.0,0.6715,18.6234,72.5221,10.124,9.9941302513675,18.432186645007,0.66292625755773,0.0098510968587493,1.165,0.8053533930965899,0.0863499077769729,0.528,2.3911,0.14458218019256,0.182,0.066331560714552,0.1391997525185,0.14458218019256,33.887177662018,1.1617097031811998,1.0424774180705,0.18157725595851,0.6715,0.0537,0.0137,0.0098,0.182,49.41904523002447,Consumer Cyclical,ARMK
0.846,1.1969,0.6244,0.0,0.0,32.6044,32.592271720404,10.587793698128,0.62414916715633,-0.0,2.516,1.4616617583746,0.7160494076698699,0.2784,0.5582,0.0464885962012759,0.0,0.01915021979783,-1.5221647933929,0.0464885962012759,5.249343832021,0.39648479854274,0.39648479854274,0.20631805639182493,0.6244,-0.1785,-0.0467,0.0,0.0,17.958856348358506,Energy,OII
28.8081,37.1462,12.2371,0.0,53.9789,39.3599,39.040702555638,24.117485525783,12.137875724141,-0.0,1.165,1.0298915865412,0.28133339759601,0.1706,0.5955,1.2257524856167,0.0,0.31090310700333,0.7232584833476999,1.2257524856167,2.48050336582955,3.6134802327343,3.6134802327343,-0.0,12.2371,-0.0008,0.0184,0.0,0.0,58.32211514600757,Technology,NOW
4.6739,0.0,1.1238,15.2401,20.8181,9.9644,9.9443171756757,15.172772597938,1.1215343513682,0.014392179029695,1.293,0.82701678397401,0.15376285868977,0.3481,1.2559,0.37476979742173,0.218,0.11278143401455,0.4803439803439799,0.37476979742173,5.3202614379085,1.9243498817967,1.5088044485635002,0.21836925960637,1.1238,0.0656,0.0482,0.0143,0.218,56.96020509887381,Consumer Cyclical,APTV
1.2025,2.0953,4.2845,9.4451,9.6025,9.3499,9.2244630188307,9.2802268588796,4.2270064714771,0.028648673191487,0.0655489680785,0.054956333915681,0.054956333915681,0.1297,0.8447,0.28538203093868,0.266,0.45823875740497,0.9736945724789,0.28538203093868,2.1134491391488,38.014968553459,3.441463497956,0.26586618642291,4.2845,0.1059,0.1041,0.0282,0.266,22.12604851249732,Financial Services,HOMB
1.1602000000000001,1.32945,0.1817,3.7908,0.4283,2.0727,0.41027353846278,0.54877105897086,0.17773029103613,-0.0,0.4178,2.3444182769376,0.56601121277348,0.263,0.395,0.7797012472791099,0.0,0.4331994983202,0.95787085111347,0.7797012472791099,0.8631965088595699,23.736534594928003,23.736534594928003,-0.0,0.1817,0.2638,0.4621,0.0,0.0,6.561084996545628,Financial Services,QD
2.6511,2.6511,3.5544,15.6096,20.5795,10.9304,10.827669371806,15.132744215809,3.5210242694491,0.020920141137089,0.7190000000000001,0.52759552296411,0.1381705905056,0.3075,0.7255,0.3343203230147999,0.317,0.32518764182231,0.5311325818572199,0.3343203230147999,6.3692307692308,2.1327990841442,1.4380548050946,0.3165791447862,3.5544,0.0641,0.0486,0.0203,0.317,32.388509607099955,Industrials,NSC
3.3167,3.4713,4.7676,8.1766,7.8895,7.9215,7.7619650967539,8.1823655206931,4.6716203408465,-0.0,17.532,16.811333869906,2.3768322723836004,0.1149,0.1438,2.9083377201863,0.0,0.60186051890393,0.98384047094599,2.9083377201863,-0.3159812778279099,61.882991556092,61.882991556092,-0.0,4.7676,0.1223,0.1242,0.0,0.0,-36.90824259957675,Healthcare,NKTR
1.6129,1.9383,0.3478,7.2578,8.2188,5.2457,5.2558373906774,7.113933254620201,0.34848101910924,0.036078175171167,1.4780000000000002,1.0287632904309,0.33788472299944,0.2055,0.4527,0.6785842293906801,0.261,0.066303615048548,0.65152515515648,0.6785842293906801,113.02985074627,2.8696475937855,1.8584049079755,0.25665773011618,0.3478,0.1378,0.1242,0.036,0.261,30.979844627767967,Energy,PSX
3.4897,6.1843,3.2198,27.4555,23.6022,11.8833,11.904744028407,27.472990561201,3.2255975849394,-0.0,2.4090000000000003,2.034824294425,0.38862562195515,0.0661,0.09,3.2768910744711,0.0,0.2709506039980799,0.50439027543846,3.2768910744711,295.89112739113,2.0177166638219,2.0177166638219,-0.0,3.2198,0.0364,0.0424,0.0,0.0,42.56522505614983,Technology,CERN
3.1184,6.4797,3.6647,34.3146,16.9593,9.8657,10.135022626588,34.250474942438004,3.7647871963408,-0.0,2.094,1.9591776388876,0.85607276397549,0.2857,0.4889,0.64610170751337,0.0,0.37146312692625,0.5976097039948399,0.64610170751337,1.4686826343817,2.4851493933322,2.4851493933322,-0.0,3.6647,0.0291,0.0606,0.0,0.0,46.38196866698985,Technology,AKAM
1.1602000000000001,1.32945,1.3239,13.4723,2.3682,2.1277,2.1283628876529,13.417939943899,1.298179275643,0.024523241628372,0.77715100912816,0.4727299492912999,0.17509013949445,0.2612,4.573,0.075622872840091,0.3296,0.6099426386233299,0.91653605015674,0.075622872840091,0.31004272027208,11.981220657276,7.3714615828998,0.32905138339921,1.3239,0.0742,0.4308,0.0244,0.3296,24.308363888158546,Financial Services,CS
1.8308,1.9279,2.587,18.6842,84.2035,7.6101,7.490386376325799,18.391545817508,2.5462788904129,0.033620797123166,0.561,0.24667245616035,0.0034967409840359,0.2952,0.9984,0.24063078660201,0.619,0.33993959222994,0.0904175243723909,0.24063078660201,2.1769621790423,1.0994055259365,0.8610184959635501,0.61833843071185,2.587,0.0535,0.0119,0.0331,0.619,12.12679826773478,Utilities,PNW
1.121,1.1473,5.4864,248.125,0.0,14.3256,14.154678158448998,53.715168796468,5.4209585368945,0.010036275589223,1.5437474352798,0.91099305964424,0.78152152580778,0.3115,0.5338,0.14763995688106,2.5,0.38297999263647,-0.7262011964505601,0.14763995688106,2.9514830370161005,0.5793067471255501,0.53525699062706,0.5391002373629601,5.4864,0.004,-0.0507,0.0101,2.5,35.724012324370555,Real Estate,AMH
9.2387,29.708,5.7378,34.5079,21.9085,20.2853,19.680392293688,34.420267744818,5.5667046082781,-0.0,1.341,1.1796519516716,0.7522024536589101,0.1804,0.3456,1.3581029034946002,0.0,0.28285536818611,0.8983002921863701,1.3581029034946002,6.04751,9.8328699413037,9.8328699413037,-0.0,5.7378,0.0289999999999999,0.0443,0.0,0.0,60.44413912747292,Technology,CDNS
3.4946,0.0,0.8097,16.5053,12.8817,7.1422,7.200380758563,16.433136478843,0.81628173514396,-0.0,2.295,1.3053633285431998,0.27104052055912,0.4532,2.1809,0.2225391619399599,0.0,0.11336646804035,0.5589601352349399,0.2225391619399599,17.816081871345002,2.2673687344174,2.2673687344174,-0.0,0.8097,0.0606,0.0783,0.0,0.0,-5.661579695958682,Basic Materials,FOE
4.5113,18.6793,4.2029,66.1122,22.8294,19.0001,19.046876080957,65.51884272151901,4.2132589133089,0.009225290842146,3.286,2.5815542271563,1.9188727583262,0.2106,0.3939,0.60422456920511,0.608,0.2212047212047199,0.8380864765409399,0.60422456920511,-0.3159812778279099,6.176136363636401,2.9618528610354,0.60443037974684,4.2029,0.0151,0.0441,0.0092,0.608,30.97610166088689,Healthcare,A
1.0858,0.0,0.9624,4.657,0.0,24.8081,24.808074052231003,4.6303539766866,0.9624465876859,-0.0,1.077,0.8148859889937701,0.23165105988242,0.2098,0.4304,0.10169443287727,0.0,0.038795699563762,-1.1301350694496002,0.10169443287727,3.3845655316815,0.46945379865438,0.46945379865438,-0.0,0.9624,0.2147,-0.0456,0.0,0.0,0.4089975761264693,Technology,MDRX
1.0836,1.2965,1.1744,23.9426,24.687,7.9867,7.948557412398901,23.84228987234,1.1688250331166998,0.0034356974122713,1.706,0.67890647018561,0.3413053106252799,0.2251,0.4356,0.3112828438949,0.0819999999999999,0.1470486998425,0.3229536104412,0.3112828438949,37.594666666667,1.4770036668413,1.4197381671702,0.0819148936170209,1.1744,0.0418,0.0404,0.0034,0.0819999999999999,-25.20279237128069,Basic Materials,MOS
1.3812,1.5673,0.5765,21.2697,26.5361,6.3657,6.3210274539596,20.988904559897,0.57244328815543,0.013149969133337,1.916,1.1953747251244,0.46854318571594,0.1182,0.2656,0.81682255598525,0.276,0.090561746856017,0.2398870638569,0.81682255598525,1.3380987960936002,1.3155939761716,1.1859100808163,0.2760034471052199,0.5765,0.047,0.0377,0.013,0.276,-8.655496054830651,Consumer Cyclical,CTB
2.6543,2.49665,0.0001,0.0,0.0,1.2769,0.0005733875908891,24.117485525783,0.000120415919869,61.05011222686999,0.0008,0.5524794205786401,0.24545945781413,0.2588,0.6141,0.59535804793153,0.0,0.21000789305938,-0.52599438999842,0.59535804793153,3.2890462556639,0.65531040386134,0.64061508610478,-0.0,0.0001,-0.0635,-0.4119,0.0,0.0,-14.320990982950892,Technology,LPL
